Voter ID,County,Constituency,Ward,Region,Age,Gender,Registered Party,Voting Turnout,Year,Presidential Vote,MP Vote,MCA Vote
VOTER00232,Machakos,Constituency 5,Ward 4,Eastern,67,Male,UDA,No,2022,UDA,Kanu,Kanu
VOTER00233,Nyamira,Constituency 7,Ward 2,Nyanza,35,Female,ODM,Yes,2017,ODM,ODM,UDA
VOTER00234,Siaya,Constituency 5,Ward 4,Nyanza,56,Female,ODM,Yes,2013,ODM,ODM,Independent
VOTER00235,Mandera,Constituency 10,Ward 2,North Eastern,76,Male,UDA,No,2013,UDA,Kanu,Wiper
VOTER00236,Bungoma,Constituency 6,Ward 4,Western,35,Female,UDA,Yes,2017,ODM,ODM,Wiper
VOTER00237,Busia,Constituency 8,Ward 5,Western,49,Female,ODM,No,2017,ODM,Kanu,ODM
VOTER00238,Nyamira,Constituency 9,Ward 1,Nyanza,77,Male,ODM,No,2017,ODM,Independent,UDA
VOTER00239,Isiolo,Constituency 8,Ward 2,Eastern,56,Male,UDA,Yes,2017,UDA,UDA,Wiper
VOTER00240,Mandera,Constituency 7,Ward 5,North Eastern,82,Female,UDA,No,2022,ODM,Kanu,Kanu
VOTER00241,Uasin Gishu,Constituency 4,Ward 3,Rift Valley,39,Male,UDA,No,2022,UDA,Independent,Independent
VOTER00242,Kitui,Constituency 7,Ward 1,Eastern,19,Male,Wiper,Yes,2017,Wiper,Independent,Kanu
VOTER00243,Tana River,Constituency 6,Ward 4,Coast,77,Male,UDA,Yes,2017,ODM,UDA,UDA
VOTER00244,Migori,Constituency 5,Ward 3,Nyanza,76,Male,ODM,Yes,2022,ODM,Wiper,UDA
VOTER00245,Mandera,Constituency 8,Ward 3,North Eastern,26,Female,Jubilee,Yes,2013,Jubilee,Independent,UDA
VOTER00246,Nyamira,Constituency 4,Ward 5,Nyanza,40,Male,ODM,Yes,2017,ODM,Wiper,ODM
VOTER00247,Isiolo,Constituency 3,Ward 2,Eastern,73,Female,UDA,No,2013,Wiper,Wiper,Wiper
VOTER00248,Nyandarua,Constituency 4,Ward 2,Central,53,Male,UDA,Yes,2022,UDA,Kanu,ODM
VOTER00249,Busia,Constituency 4,Ward 4,Western,32,Female,Ford Kenya,Yes,2022,UDA,Kanu,Wiper
VOTER00250,Tharaka Nithi,Constituency 2,Ward 3,Eastern,63,Female,Wiper,Yes,2022,UDA,Kanu,Kanu
VOTER00251,Baringo,Constituency 3,Ward 3,Rift Valley,33,Male,UDA,Yes,2017,UDA,Jubilee,Independent
VOTER00252,Kisii,Constituency 7,Ward 4,Nyanza,35,Female,ODM,Yes,2017,ODM,Independent,Kanu
VOTER00253,Kisii,Constituency 3,Ward 4,Nyanza,54,Male,ODM,Yes,2013,ODM,Wiper,Kanu
VOTER00254,Kirinyaga,Constituency 1,Ward 4,Central,35,Male,UDA,No,2017,UDA,Kanu,Independent
VOTER00255,Wajir,Constituency 8,Ward 4,North Eastern,74,Female,UDA,Yes,2013,ODM,Jubilee,UDA
VOTER00256,Nairobi,Constituency 9,Ward 3,Nairobi,39,Female,ODM,No,2022,ODM,UDA,Kanu
VOTER00257,Bomet,Constituency 9,Ward 3,Rift Valley,87,Male,UDA,Yes,2022,UDA,ODM,Wiper
VOTER00258,Baringo,Constituency 4,Ward 3,Rift Valley,22,Female,UDA,Yes,2017,UDA,UDA,Wiper
VOTER00259,Nakuru,Constituency 4,Ward 5,Rift Valley,62,Female,UDA,Yes,2013,UDA,ODM,ODM
VOTER00260,Embu,Constituency 6,Ward 5,Central,53,Male,UDA,No,2017,UDA,Jubilee,Jubilee
VOTER00261,Nairobi,Constituency 3,Ward 4,Nairobi,25,Female,UDA,No,2022,UDA,Independent,Jubilee
VOTER00262,Taita Taveta,Constituency 7,Ward 4,Coast,36,Female,ODM,Yes,2022,ODM,UDA,Wiper
VOTER00263,Nairobi,Constituency 8,Ward 4,Nairobi,59,Male,UDA,No,2022,ODM,Independent,Jubilee
VOTER00264,Narok,Constituency 7,Ward 2,Rift Valley,72,Male,UDA,Yes,2017,UDA,Jubilee,Jubilee
VOTER00265,Kisii,Constituency 8,Ward 3,Nyanza,24,Male,ODM,Yes,2013,ODM,Wiper,UDA
VOTER00266,Nakuru,Constituency 8,Ward 4,Rift Valley,18,Female,UDA,No,2013,UDA,ODM,Independent
VOTER00267,Nairobi,Constituency 5,Ward 1,Nairobi,64,Female,UDA,No,2013,UDA,Wiper,Independent
VOTER00268,Nairobi,Constituency 7,Ward 1,Nairobi,30,Male,UDA,Yes,2013,UDA,Independent,Wiper
VOTER00269,Nyeri,Constituency 6,Ward 1,Central,72,Male,UDA,Yes,2017,UDA,Wiper,UDA
VOTER00270,Uasin Gishu,Constituency 6,Ward 3,Rift Valley,56,Male,UDA,No,2017,UDA,ODM,Independent
VOTER00271,Kisumu,Constituency 9,Ward 5,Nyanza,19,Male,ODM,Yes,2017,ODM,ODM,Independent
VOTER00272,Siaya,Constituency 10,Ward 4,Nyanza,45,Male,ODM,Yes,2013,ODM,UDA,Kanu
VOTER00273,Kitui,Constituency 7,Ward 3,Eastern,35,Male,UDA,Yes,2017,UDA,Independent,Kanu
VOTER00274,Nairobi,Constituency 5,Ward 2,Nairobi,84,Male,UDA,Yes,2022,ODM,ODM,Wiper
VOTER00275,Machakos,Constituency 4,Ward 4,Eastern,27,Male,UDA,Yes,2017,UDA,Kanu,Wiper
VOTER00276,Vihiga,Constituency 8,Ward 1,Western,20,Male,ODM,Yes,2013,ODM,Wiper,Kanu
VOTER00277,Nairobi,Constituency 7,Ward 4,Nairobi,28,Male,UDA,Yes,2017,ODM,ODM,Kanu
VOTER00278,Bungoma,Constituency 10,Ward 1,Western,57,Female,Ford Kenya,Yes,2022,ODM,Wiper,UDA
VOTER00279,Mandera,Constituency 10,Ward 1,North Eastern,57,Male,UDA,Yes,2013,UDA,Wiper,Jubilee
VOTER00280,Nairobi,Constituency 6,Ward 2,Nairobi,52,Male,UDA,Yes,2013,ODM,Jubilee,Independent
VOTER00281,Kericho,Constituency 8,Ward 5,Rift Valley,64,Male,UDA,No,2017,UDA,ODM,Jubilee
VOTER00282,Migori,Constituency 2,Ward 5,Nyanza,32,Male,ODM,Yes,2022,ODM,UDA,UDA
VOTER00283,Mombasa,Constituency 8,Ward 3,Coast,67,Male,UDA,No,2013,ODM,Independent,Independent
VOTER00284,Makueni,Constituency 6,Ward 2,Eastern,71,Female,UDA,Yes,2017,Wiper,Independent,UDA
VOTER00285,Homa Bay,Constituency 9,Ward 1,Nyanza,69,Male,ODM,No,2017,ODM,Jubilee,Jubilee
VOTER00286,Narok,Constituency 8,Ward 1,Rift Valley,65,Male,UDA,Yes,2017,UDA,Jubilee,Independent
VOTER00287,Tana River,Constituency 6,Ward 5,Coast,81,Male,UDA,No,2022,ODM,UDA,Wiper
VOTER00288,Murang'a,Constituency 9,Ward 3,Central,19,Female,UDA,No,2013,UDA,Wiper,Independent
VOTER00289,Nairobi,Constituency 4,Ward 5,Nairobi,48,Female,ODM,No,2017,UDA,Jubilee,UDA
VOTER00290,Murang'a,Constituency 9,Ward 4,Central,65,Female,UDA,Yes,2022,UDA,UDA,Kanu
VOTER00291,Nyamira,Constituency 7,Ward 1,Nyanza,90,Male,ODM,Yes,2017,ODM,ODM,ODM
VOTER00292,Nairobi,Constituency 6,Ward 4,Nairobi,59,Female,UDA,Yes,2017,UDA,Kanu,UDA
VOTER00293,Kisumu,Constituency 3,Ward 4,Nyanza,77,Female,ODM,Yes,2017,ODM,Jubilee,ODM
VOTER00294,Wajir,Constituency 8,Ward 3,North Eastern,33,Male,Jubilee,Yes,2013,ODM,Kanu,UDA
VOTER00295,Kilifi,Constituency 3,Ward 1,Coast,49,Female,ODM,Yes,2017,ODM,ODM,UDA
VOTER00296,Meru,Constituency 9,Ward 5,Eastern,49,Male,Wiper,No,2017,Wiper,UDA,ODM
VOTER00297,Homa Bay,Constituency 7,Ward 3,Nyanza,28,Female,ODM,Yes,2013,ODM,UDA,ODM
VOTER00298,Garissa,Constituency 2,Ward 3,North Eastern,33,Male,UDA,No,2017,UDA,Independent,Wiper
VOTER00299,Garissa,Constituency 7,Ward 4,North Eastern,40,Female,Jubilee,Yes,2013,UDA,ODM,UDA
VOTER00300,Taita Taveta,Constituency 5,Ward 4,Coast,70,Female,ODM,Yes,2013,ODM,Independent,Kanu
VOTER00301,Taita Taveta,Constituency 9,Ward 1,Coast,66,Female,ODM,Yes,2017,UDA,Kanu,Jubilee
VOTER00302,Kitui,Constituency 3,Ward 1,Eastern,58,Male,UDA,No,2013,Wiper,Wiper,Kanu
VOTER00303,Vihiga,Constituency 3,Ward 1,Western,49,Male,ODM,No,2017,UDA,ODM,Kanu
VOTER00304,Kitui,Constituency 3,Ward 2,Eastern,48,Female,UDA,No,2022,Wiper,Independent,Jubilee
VOTER00305,Kisii,Constituency 4,Ward 4,Nyanza,87,Female,ODM,Yes,2013,ODM,UDA,UDA
VOTER00306,Lamu,Constituency 4,Ward 1,Coast,85,Female,ODM,Yes,2013,UDA,Jubilee,Independent
VOTER00307,Migori,Constituency 1,Ward 1,Nyanza,36,Male,ODM,No,2013,ODM,Jubilee,UDA
VOTER00308,Bungoma,Constituency 10,Ward 1,Western,61,Female,ODM,Yes,2017,Ford Kenya,Independent,Wiper
VOTER00309,Vihiga,Constituency 9,Ward 5,Western,63,Male,ODM,Yes,2022,ODM,Independent,Jubilee
VOTER00310,Homa Bay,Constituency 1,Ward 5,Nyanza,68,Male,ODM,Yes,2013,ODM,Kanu,ODM
VOTER00311,Kericho,Constituency 3,Ward 3,Rift Valley,27,Male,UDA,No,2017,UDA,ODM,Independent
VOTER00312,Baringo,Constituency 6,Ward 4,Rift Valley,19,Female,UDA,Yes,2013,UDA,UDA,Jubilee
VOTER00313,Nairobi,Constituency 1,Ward 1,Nairobi,67,Female,UDA,Yes,2022,UDA,Wiper,Jubilee
VOTER00314,Machakos,Constituency 8,Ward 5,Eastern,46,Male,Wiper,No,2017,Wiper,Jubilee,Jubilee
VOTER00315,Uasin Gishu,Constituency 6,Ward 2,Rift Valley,66,Male,UDA,Yes,2022,UDA,UDA,Jubilee
VOTER00316,Mandera,Constituency 1,Ward 4,North Eastern,39,Female,UDA,Yes,2013,Jubilee,Wiper,Independent
VOTER00317,Nairobi,Constituency 5,Ward 2,Nairobi,30,Male,ODM,No,2017,UDA,Jubilee,UDA
VOTER00318,Machakos,Constituency 5,Ward 5,Eastern,79,Male,Wiper,Yes,2013,Wiper,UDA,Wiper
VOTER00319,Bomet,Constituency 7,Ward 4,Rift Valley,80,Female,UDA,Yes,2013,UDA,Wiper,ODM
VOTER00320,Bungoma,Constituency 6,Ward 2,Western,75,Male,ODM,Yes,2017,Ford Kenya,Kanu,UDA
VOTER00321,Nyamira,Constituency 2,Ward 1,Nyanza,62,Female,ODM,Yes,2022,ODM,UDA,Wiper
VOTER00322,Tharaka Nithi,Constituency 8,Ward 5,Eastern,48,Female,Wiper,No,2017,UDA,Kanu,Kanu
VOTER00323,Kisumu,Constituency 8,Ward 2,Nyanza,39,Male,ODM,Yes,2013,ODM,Wiper,UDA
VOTER00324,Makueni,Constituency 3,Ward 5,Eastern,51,Female,UDA,Yes,2022,Wiper,Wiper,Kanu
VOTER00325,Busia,Constituency 9,Ward 4,Western,19,Female,ODM,Yes,2013,ODM,UDA,UDA
VOTER00326,Bomet,Constituency 9,Ward 3,Rift Valley,70,Female,UDA,Yes,2017,UDA,Kanu,Kanu
VOTER00327,Garissa,Constituency 3,Ward 3,North Eastern,69,Male,ODM,Yes,2022,UDA,Jubilee,Independent
VOTER00328,Mombasa,Constituency 8,Ward 3,Coast,65,Male,UDA,Yes,2017,ODM,Wiper,Independent
VOTER00329,Nakuru,Constituency 3,Ward 3,Rift Valley,74,Female,UDA,Yes,2017,UDA,Kanu,Independent
VOTER00330,Nakuru,Constituency 8,Ward 2,Rift Valley,70,Female,UDA,No,2022,UDA,UDA,Kanu
VOTER00331,Kisumu,Constituency 5,Ward 5,Nyanza,69,Male,ODM,No,2022,ODM,UDA,ODM
VOTER00332,Kwale,Constituency 1,Ward 2,Coast,22,Female,UDA,Yes,2013,ODM,Wiper,Kanu
VOTER00333,Isiolo,Constituency 2,Ward 1,Eastern,48,Female,Wiper,Yes,2017,UDA,Kanu,Kanu
VOTER00334,Busia,Constituency 3,Ward 3,Western,29,Female,ODM,Yes,2013,ODM,ODM,ODM
VOTER00335,Taita Taveta,Constituency 4,Ward 3,Coast,70,Male,ODM,No,2022,ODM,Kanu,UDA
VOTER00336,Kilifi,Constituency 10,Ward 3,Coast,53,Female,UDA,Yes,2017,ODM,Jubilee,Independent
VOTER00337,Tharaka Nithi,Constituency 2,Ward 1,Eastern,83,Female,UDA,Yes,2022,Wiper,UDA,Wiper
VOTER00338,Bomet,Constituency 5,Ward 3,Rift Valley,53,Female,UDA,Yes,2022,UDA,Independent,Jubilee
VOTER00339,Kwale,Constituency 9,Ward 2,Coast,25,Female,ODM,Yes,2022,ODM,Wiper,Jubilee
VOTER00340,Nairobi,Constituency 7,Ward 4,Nairobi,22,Male,ODM,Yes,2017,ODM,Wiper,Independent
VOTER00341,Busia,Constituency 3,Ward 5,Western,41,Female,ODM,Yes,2013,UDA,Kanu,ODM
VOTER00342,Kakamega,Constituency 4,Ward 3,Western,46,Female,UDA,Yes,2017,ODM,Jubilee,Wiper
VOTER00343,Kericho,Constituency 1,Ward 5,Rift Valley,27,Female,UDA,Yes,2013,UDA,Independent,Wiper
VOTER00344,Nairobi,Constituency 1,Ward 2,Nairobi,35,Male,UDA,Yes,2017,ODM,Wiper,ODM
VOTER00345,Vihiga,Constituency 2,Ward 4,Western,60,Male,UDA,Yes,2017,ODM,ODM,Kanu
VOTER00346,Siaya,Constituency 2,Ward 2,Nyanza,73,Female,ODM,Yes,2017,ODM,Wiper,Wiper
VOTER00347,Nyeri,Constituency 9,Ward 2,Central,65,Male,UDA,No,2017,UDA,Kanu,ODM
VOTER00348,Nyandarua,Constituency 1,Ward 2,Central,46,Female,UDA,Yes,2017,UDA,Wiper,Kanu
VOTER00349,Nairobi,Constituency 2,Ward 1,Nairobi,56,Female,ODM,Yes,2017,UDA,Independent,ODM
VOTER00350,Bungoma,Constituency 6,Ward 2,Western,39,Female,ODM,Yes,2013,ODM,Independent,UDA
VOTER00351,Kisumu,Constituency 6,Ward 1,Nyanza,66,Female,ODM,Yes,2022,ODM,Kanu,UDA
VOTER00352,Baringo,Constituency 1,Ward 1,Rift Valley,32,Female,UDA,Yes,2017,UDA,Kanu,Jubilee
VOTER00353,Mandera,Constituency 3,Ward 2,North Eastern,19,Female,ODM,Yes,2017,UDA,Kanu,Independent
VOTER00354,Siaya,Constituency 2,Ward 5,Nyanza,33,Female,ODM,No,2013,ODM,Wiper,ODM
VOTER00355,Kilifi,Constituency 9,Ward 2,Coast,63,Female,ODM,Yes,2017,UDA,Independent,Wiper
VOTER00356,Vihiga,Constituency 1,Ward 1,Western,29,Male,UDA,Yes,2022,ODM,Kanu,UDA
VOTER00357,Bomet,Constituency 4,Ward 4,Rift Valley,55,Female,UDA,Yes,2017,UDA,ODM,UDA
VOTER00358,Nairobi,Constituency 6,Ward 4,Nairobi,32,Male,UDA,Yes,2013,ODM,Jubilee,Jubilee
VOTER00359,Mandera,Constituency 5,Ward 1,North Eastern,65,Female,UDA,Yes,2013,UDA,Wiper,Independent
VOTER00360,Wajir,Constituency 3,Ward 1,North Eastern,34,Male,UDA,No,2013,UDA,Kanu,Independent
VOTER00361,Garissa,Constituency 10,Ward 4,North Eastern,63,Male,Jubilee,Yes,2022,Jubilee,Wiper,Wiper
VOTER00362,Kericho,Constituency 8,Ward 1,Rift Valley,26,Female,UDA,Yes,2022,UDA,Independent,Independent
VOTER00363,Taita Taveta,Constituency 6,Ward 5,Coast,84,Male,ODM,Yes,2017,ODM,Independent,Independent
VOTER00364,Makueni,Constituency 9,Ward 5,Eastern,24,Male,UDA,Yes,2022,Wiper,Wiper,ODM
VOTER00365,Kericho,Constituency 6,Ward 2,Rift Valley,60,Female,UDA,Yes,2013,UDA,Kanu,Independent
VOTER00366,Meru,Constituency 4,Ward 1,Eastern,76,Female,Wiper,No,2022,Wiper,UDA,Wiper
VOTER00367,Nyeri,Constituency 7,Ward 4,Central,22,Male,UDA,No,2013,UDA,Kanu,Independent
VOTER00368,Nairobi,Constituency 8,Ward 3,Nairobi,64,Male,ODM,Yes,2013,ODM,Kanu,Wiper
VOTER00369,Bungoma,Constituency 2,Ward 1,Western,46,Male,ODM,Yes,2017,UDA,Kanu,Kanu
VOTER00370,Kakamega,Constituency 1,Ward 2,Western,81,Male,UDA,Yes,2022,ODM,ODM,ODM
VOTER00371,Kericho,Constituency 4,Ward 4,Rift Valley,42,Female,UDA,No,2013,UDA,UDA,Independent
VOTER00372,Kericho,Constituency 8,Ward 5,Rift Valley,82,Male,UDA,Yes,2017,UDA,Independent,UDA
VOTER00373,Tharaka Nithi,Constituency 8,Ward 5,Eastern,40,Male,UDA,Yes,2022,UDA,Kanu,Jubilee
VOTER00374,Meru,Constituency 10,Ward 2,Eastern,53,Female,UDA,Yes,2017,Wiper,Wiper,Kanu
VOTER00375,Nairobi,Constituency 9,Ward 2,Nairobi,43,Male,ODM,Yes,2022,ODM,ODM,Independent
VOTER00376,Kisii,Constituency 9,Ward 3,Nyanza,32,Female,ODM,Yes,2022,ODM,Kanu,Independent
VOTER00377,Isiolo,Constituency 9,Ward 3,Eastern,72,Male,Wiper,Yes,2022,Wiper,UDA,ODM
VOTER00378,Nairobi,Constituency 5,Ward 3,Nairobi,36,Male,ODM,Yes,2022,ODM,Jubilee,Wiper
VOTER00379,Narok,Constituency 9,Ward 2,Rift Valley,89,Female,UDA,Yes,2013,UDA,Independent,Jubilee
VOTER00380,Kiambu,Constituency 7,Ward 4,Central,58,Male,UDA,Yes,2013,UDA,ODM,Kanu
VOTER00381,Garissa,Constituency 6,Ward 5,North Eastern,87,Male,Jubilee,Yes,2022,UDA,Independent,UDA
VOTER00382,Homa Bay,Constituency 9,Ward 1,Nyanza,66,Male,ODM,Yes,2017,ODM,Jubilee,ODM
VOTER00383,Kisii,Constituency 5,Ward 1,Nyanza,60,Female,ODM,No,2022,ODM,UDA,ODM
VOTER00384,Kakamega,Constituency 10,Ward 3,Western,80,Female,UDA,Yes,2013,ODM,ODM,Kanu
VOTER00385,Narok,Constituency 3,Ward 4,Rift Valley,87,Female,UDA,Yes,2013,UDA,ODM,Independent
VOTER00386,Busia,Constituency 6,Ward 3,Western,45,Female,Ford Kenya,No,2022,ODM,Independent,Jubilee
VOTER00387,Garissa,Constituency 10,Ward 5,North Eastern,49,Male,Jubilee,Yes,2022,ODM,UDA,Wiper
VOTER00388,Nairobi,Constituency 1,Ward 5,Nairobi,65,Female,UDA,No,2017,UDA,Kanu,UDA
VOTER00389,Nakuru,Constituency 9,Ward 5,Rift Valley,18,Male,UDA,Yes,2013,UDA,ODM,Independent
VOTER00390,Machakos,Constituency 4,Ward 5,Eastern,73,Male,UDA,Yes,2022,UDA,UDA,UDA
VOTER00391,Uasin Gishu,Constituency 3,Ward 3,Rift Valley,89,Male,UDA,No,2022,UDA,Jubilee,Wiper
VOTER00392,Meru,Constituency 7,Ward 4,Eastern,58,Male,UDA,Yes,2017,UDA,Kanu,UDA
VOTER00393,Nyandarua,Constituency 2,Ward 3,Central,82,Male,UDA,No,2017,UDA,Jubilee,Kanu
VOTER00394,Bomet,Constituency 8,Ward 4,Rift Valley,68,Male,UDA,Yes,2017,UDA,ODM,ODM
VOTER00395,Tharaka Nithi,Constituency 5,Ward 2,Eastern,56,Female,Wiper,Yes,2013,Wiper,UDA,Kanu
VOTER00396,Tharaka Nithi,Constituency 9,Ward 1,Eastern,57,Male,UDA,Yes,2022,Wiper,Independent,Kanu
VOTER00397,Homa Bay,Constituency 3,Ward 2,Nyanza,50,Male,ODM,Yes,2013,ODM,Kanu,UDA
VOTER00398,Mandera,Constituency 9,Ward 1,North Eastern,55,Male,UDA,Yes,2017,UDA,Jubilee,Jubilee
VOTER00399,Nyamira,Constituency 4,Ward 1,Nyanza,54,Male,ODM,Yes,2013,ODM,Wiper,Jubilee
VOTER00400,Nairobi,Constituency 10,Ward 5,Nairobi,64,Female,UDA,Yes,2017,ODM,Independent,Independent
VOTER00401,Kitui,Constituency 6,Ward 2,Eastern,60,Female,Wiper,No,2017,Wiper,UDA,ODM
VOTER00402,Bomet,Constituency 3,Ward 5,Rift Valley,43,Female,UDA,No,2022,UDA,UDA,Independent
VOTER00403,Uasin Gishu,Constituency 9,Ward 1,Rift Valley,69,Male,UDA,Yes,2013,UDA,Kanu,Kanu
VOTER00404,Mandera,Constituency 3,Ward 3,North Eastern,68,Male,ODM,Yes,2022,UDA,Kanu,UDA
VOTER00405,Kitui,Constituency 9,Ward 1,Eastern,48,Male,Wiper,Yes,2022,Wiper,Kanu,Independent
VOTER00406,Nyamira,Constituency 8,Ward 3,Nyanza,23,Male,ODM,Yes,2017,ODM,Jubilee,Jubilee
VOTER00407,Mombasa,Constituency 4,Ward 5,Coast,64,Female,UDA,No,2017,ODM,Independent,Jubilee
VOTER00408,Baringo,Constituency 9,Ward 3,Rift Valley,51,Male,UDA,Yes,2017,UDA,Jubilee,Kanu
VOTER00409,Narok,Constituency 5,Ward 4,Rift Valley,46,Female,UDA,No,2017,UDA,Jubilee,Wiper
VOTER00410,Mandera,Constituency 1,Ward 5,North Eastern,35,Female,UDA,Yes,2013,UDA,ODM,ODM
VOTER00411,Migori,Constituency 10,Ward 1,Nyanza,47,Female,ODM,Yes,2017,ODM,Wiper,Independent
VOTER00412,Wajir,Constituency 4,Ward 5,North Eastern,38,Female,UDA,Yes,2013,ODM,ODM,Independent
VOTER00413,Embu,Constituency 3,Ward 1,Central,39,Female,UDA,Yes,2013,UDA,Wiper,Kanu
VOTER00414,Nyandarua,Constituency 5,Ward 1,Central,45,Female,UDA,No,2022,UDA,Wiper,ODM
VOTER00415,Tana River,Constituency 10,Ward 2,Coast,41,Female,UDA,Yes,2013,ODM,Kanu,UDA
VOTER00416,Tana River,Constituency 7,Ward 2,Coast,31,Male,ODM,No,2013,ODM,ODM,Kanu
VOTER00417,Nakuru,Constituency 8,Ward 5,Rift Valley,22,Male,UDA,Yes,2013,UDA,ODM,Kanu
VOTER00418,Nyandarua,Constituency 7,Ward 5,Central,71,Female,UDA,Yes,2013,UDA,Wiper,ODM
VOTER00419,Wajir,Constituency 6,Ward 5,North Eastern,30,Female,UDA,No,2013,Jubilee,UDA,Jubilee
VOTER00420,Kitui,Constituency 4,Ward 1,Eastern,18,Male,Wiper,Yes,2022,UDA,Jubilee,Wiper
VOTER00421,Kakamega,Constituency 3,Ward 4,Western,50,Female,ODM,Yes,2022,ODM,Independent,Wiper
VOTER00422,Tana River,Constituency 9,Ward 5,Coast,79,Male,ODM,Yes,2017,UDA,Kanu,Jubilee
VOTER00423,Isiolo,Constituency 3,Ward 1,Eastern,47,Female,UDA,Yes,2022,Wiper,Jubilee,Kanu
VOTER00424,Murang'a,Constituency 7,Ward 1,Central,29,Male,UDA,No,2017,UDA,Wiper,UDA
VOTER00425,Bomet,Constituency 4,Ward 3,Rift Valley,28,Male,UDA,Yes,2022,UDA,Wiper,Kanu
VOTER00426,Nairobi,Constituency 3,Ward 4,Nairobi,74,Male,ODM,No,2013,ODM,ODM,UDA
VOTER00427,Lamu,Constituency 3,Ward 1,Coast,64,Male,ODM,Yes,2022,UDA,Wiper,Jubilee
VOTER00428,Meru,Constituency 10,Ward 2,Eastern,84,Male,UDA,No,2022,Wiper,Independent,Kanu
VOTER00429,Busia,Constituency 5,Ward 2,Western,42,Female,ODM,Yes,2017,ODM,UDA,Kanu
VOTER00430,Narok,Constituency 5,Ward 3,Rift Valley,32,Female,UDA,No,2022,UDA,Kanu,Jubilee
VOTER00431,Wajir,Constituency 10,Ward 4,North Eastern,49,Female,ODM,No,2017,Jubilee,Wiper,UDA
VOTER00432,Nairobi,Constituency 7,Ward 2,Nairobi,47,Female,ODM,Yes,2017,UDA,Jubilee,ODM
VOTER00433,Nairobi,Constituency 7,Ward 3,Nairobi,27,Male,UDA,Yes,2017,ODM,ODM,Independent
VOTER00434,Tana River,Constituency 4,Ward 2,Coast,48,Female,ODM,No,2013,UDA,Jubilee,ODM
VOTER00435,Uasin Gishu,Constituency 2,Ward 4,Rift Valley,18,Male,UDA,Yes,2017,UDA,Jubilee,Wiper
VOTER00436,Nairobi,Constituency 3,Ward 5,Nairobi,53,Female,ODM,Yes,2013,ODM,Wiper,Wiper
VOTER00437,Embu,Constituency 6,Ward 4,Central,40,Female,UDA,Yes,2013,UDA,Wiper,Jubilee
VOTER00438,Nyeri,Constituency 4,Ward 4,Central,30,Female,UDA,Yes,2017,UDA,Jubilee,ODM
VOTER00439,Nairobi,Constituency 5,Ward 4,Nairobi,61,Female,UDA,Yes,2013,ODM,Jubilee,Jubilee
VOTER00440,Kitui,Constituency 8,Ward 2,Eastern,34,Male,UDA,No,2013,Wiper,Wiper,ODM
VOTER00441,Nyamira,Constituency 3,Ward 4,Nyanza,19,Male,ODM,Yes,2017,ODM,Independent,Kanu
VOTER00442,Bungoma,Constituency 5,Ward 3,Western,89,Male,ODM,Yes,2017,ODM,Jubilee,Wiper
VOTER00443,Kericho,Constituency 6,Ward 3,Rift Valley,64,Female,UDA,Yes,2022,UDA,Jubilee,Jubilee
VOTER00444,Kiambu,Constituency 2,Ward 3,Central,43,Male,UDA,Yes,2017,UDA,Independent,Kanu
VOTER00445,Mandera,Constituency 8,Ward 1,North Eastern,66,Female,ODM,Yes,2017,UDA,Jubilee,Wiper
VOTER00446,Machakos,Constituency 2,Ward 2,Eastern,61,Male,Wiper,Yes,2017,Wiper,Independent,Wiper
VOTER00447,Nairobi,Constituency 6,Ward 5,Nairobi,84,Female,UDA,No,2017,UDA,ODM,Independent
VOTER00448,Nairobi,Constituency 4,Ward 2,Nairobi,68,Male,UDA,No,2013,ODM,UDA,Wiper
VOTER00449,Uasin Gishu,Constituency 5,Ward 5,Rift Valley,37,Male,UDA,No,2022,UDA,Wiper,Jubilee
VOTER00450,Kwale,Constituency 5,Ward 4,Coast,34,Male,UDA,Yes,2022,ODM,Jubilee,Wiper
VOTER00451,Mandera,Constituency 5,Ward 5,North Eastern,74,Male,ODM,Yes,2022,UDA,Independent,Independent
VOTER00452,Tharaka Nithi,Constituency 9,Ward 3,Eastern,62,Female,Wiper,Yes,2022,Wiper,Wiper,Jubilee
VOTER00453,Migori,Constituency 1,Ward 1,Nyanza,84,Male,ODM,Yes,2017,ODM,Kanu,UDA
VOTER00454,Wajir,Constituency 5,Ward 1,North Eastern,73,Female,UDA,Yes,2022,UDA,Wiper,Kanu
VOTER00455,Meru,Constituency 4,Ward 2,Eastern,67,Female,Wiper,Yes,2013,Wiper,Kanu,Independent
VOTER00456,Nairobi,Constituency 9,Ward 3,Nairobi,70,Male,UDA,Yes,2013,ODM,Kanu,Wiper
VOTER00457,Nairobi,Constituency 4,Ward 3,Nairobi,20,Male,ODM,Yes,2013,ODM,Jubilee,Jubilee
VOTER00458,Nyamira,Constituency 8,Ward 1,Nyanza,47,Male,ODM,Yes,2013,ODM,ODM,Jubilee
VOTER00459,Kitui,Constituency 8,Ward 3,Eastern,77,Male,Wiper,No,2017,Wiper,Jubilee,Wiper
VOTER00460,Narok,Constituency 8,Ward 2,Rift Valley,42,Female,UDA,No,2017,UDA,UDA,Independent
VOTER00461,Tana River,Constituency 8,Ward 2,Coast,22,Male,UDA,Yes,2017,ODM,ODM,Wiper
VOTER00462,Isiolo,Constituency 5,Ward 3,Eastern,38,Male,UDA,Yes,2022,Wiper,Independent,Jubilee
